#m_Ap [eV],\epsilon
# https://arxiv.org/pdf/2002.05165.pdf
5.329994080844104e-11,7.988820907070816e-07
5.4542713053298474e-11,7.846122251929463e-07
5.581446249454978e-11,7.697869736967015e-07
5.7115864781264465e-11,7.5598511327897e-07
5.84476113163365e-11,7.421531730844096e-07
5.981040962380957e-11,7.278358922488443e-07
6.120498372476715e-11,7.146786333027303e-07
6.263207452198706e-11,7.014424886310877e-07
6.40924401935647e-11,6.876641066388086e-07
6.558685659571449e-11,6.753939212045871e-07
6.7116117674963e-11,6.623707748180786e-07
6.868103588995322e-11,6.492636730536691e-07
7.028244264308367e-11,6.377519604292298e-07
7.192118872221207e-11,6.24899053354782e-07
7.359814475265787e-11,6.130461130872689e-07
7.531420165974391e-11,6.010645530097435e-07
7.70702711421232e-11,5.891463701116583e-07
7.886728615614172e-11,5.782514997556978e-07
8.070620141149523e-11,5.666631442199649e-07
8.258799387844289e-11,5.554530452961642e-07
8.45136633068474e-11,5.445625842570275e-07
8.648423275731744e-11,5.336498830587051e-07
8.850074914473456e-11,5.235802130456713e-07
9.056428379445313e-11,5.125043400143668e-07
9.267593301146902e-11,5.027632993351254e-07
9.483681866285947e-11,4.930122446893684e-07
9.704808877380327e-11,4.826367947998934e-07
9.93109181374982e-11,4.7325302898126835e-07
1.0162650893929973e-10,4.6331984427938785e-07
1.0399609139541224e-10,4.541418197088149e-07
1.0642092440647268e-10,4.4505450527189526e-07
1.0890229622637328e-10,4.358714324178397e-07
1.1144152514667904e-10,4.273315100581157e-07
1.1403996019700352e-10,4.181390250752409e-07
1.1669898186171498e-10,4.0976706577679056e-07
1.194200028133535e-10,4.0155763963950857e-07
1.2220446866314912e-10,3.931311467839488e-07
1.250538587290394e-10,3.853676708607325e-07
1.2796968682159441e-10,3.772023808487063e-07
1.3095350204826704e-10,3.695395337364263e-07
1.3400688963639535e-10,3.6189453140966854e-07
1.3713147177539484e-10,3.542298549360683e-07
1.403289084785876e-10,3.470575566889369e-07
1.4360089846512636e-10,3.3962801263902926e-07
1.4694918006248203e-10,3.327200881056139e-07
1.5037553212997415e-10,3.256280075518598e-07
1.5388177500383495e-10,3.188630541402167e-07
1.57469771464309e-10,3.1226486513924574e-07
1.611414277253023e-10,3.056131555284973e-07
1.6489869444710684e-10,2.9937414334957935e-07
1.687435677727379e-10,2.929744319317214e-07
1.7267809038843594e-10,2.867801379775745e-07
1.7670435260889502e-10,2.8067842128635896e-07
1.8082449348779555e-10,2.746797393035118e-07
1.850407019542306e-10,2.691027927236932e-07
1.8935521797562991e-10,2.6309371855885386e-07
1.937703337477993e-10,2.576508087658734e-07
1.9828839491270753e-10,2.520188200961524e-07
2.0291180180466822e-10,2.466209008167299e-07
2.076430107255779e-10,2.4149828355595103e-07
2.1248453524988872e-10,2.36208921389871e-07
2.1743894756000843e-10,2.3135759490214095e-07
2.225088798128374e-10,2.260647740182193e-07
2.2769702553816844e-10,2.2137733295863012e-07
2.3300614106969293e-10,2.1653549176204754e-07
2.3843904700937256e-10,2.1184497714414055e-07
2.439986297259555e-10,2.0726405869927625e-07
2.496878428884332e-10,2.0267621005225428e-07
2.555097090352512e-10,1.984239254559869e-07
2.6146732118010976e-10,1.9396241585794958e-07
2.6756384445520507e-10,1.8988559419385595e-07
2.7380251779278634e-10,1.8562756691807073e-07
2.801866556459201e-10,1.8157259532894198e-07
2.8671964974937757e-10,1.7757111956980836e-07
2.934049709215793e-10,1.736635762132145e-07
3.0024617090855556e-10,1.6992458310298407e-07
3.0724688427090096e-10,1.6608146468740951e-07
3.1441083031472716e-10,1.6255639481772989e-07
3.217418150676378e-10,1.588396395758601e-07
3.2924373330077755e-10,1.5538651242323252e-07
3.369205705980274e-10,1.5188814096631808e-07
3.447764054734471e-10,1.4850858298613242e-07
3.5281541153808905e-10,1.4524099555232997e-07
3.610418597173345e-10,1.4194362731157253e-07
3.69460120519931e-10,1.3887970526549184e-07
3.780746663599357e-10,1.3565989269184017e-07
3.868900739327983e-10,1.3274238486819122e-07
3.959110266468467e-10,1.296482499096234e-07
4.0514231711146556e-10,1.2680027177405158e-07
4.14588849683292e-10,1.238880091573089e-07
4.242556430717786e-10,1.2110901297642527e-07
4.3414783300551014e-10,1.1837681724077526e-07
4.442706749606892e-10,1.1567405196735748e-07
4.5462954695324086e-10,1.1309598332963421e-07
4.6522995239601993e-10,1.1045025500364748e-07
4.760775230226378e-10,1.0803304153886442e-07
4.871780218794641e-10,1.0545574324475264e-07
4.985373463873904e-10,1.0311527519678608e-07
5.101615314749844e-10,1.0065899656823107e-07
5.220567527846986e-10,9.837769400068875e-08
5.342293299538363e-10,9.604654270832256e-08
5.466857299720192e-10,9.382044413939236e-08
5.594325706169389e-10,9.1605007961346e-08
5.72476623970219e-10,8.94326196342954e-08
5.858248200152548e-10,8.730940534557364e-08
5.994842503189421e-10,8.518884438059379e-08
6.134621717992519e-10,8.31421902049022e-08
6.277660105806513e-10,8.106867328215268e-08
6.424033659394204e-10,7.907822511993134e-08
6.573820143409599e-10,7.705213743502978e-08
6.72709913571235e-10,7.509268476845888e-08
6.88395206964551e-10,7.310961994793815e-08
7.044462277299051e-10,7.115240170789827e-08
7.20871503378215e-10,6.92047600337334e-08
7.376797602527746e-10,6.722773933669745e-08
7.548799281653447e-10,6.531300181471797e-08
7.724811451403416e-10,6.328282645703162e-08
7.904927622696436e-10,6.130877748368592e-08
8.089243486805955e-10,5.928433272886498e-08
8.277856966198489e-10,5.7200825731518476e-08
8.470868266557419e-10,5.5132379007470055e-08
8.668379930019792e-10,5.3014538198792796e-08
8.870496889654421e-10,5.081398572033267e-08
9.077326525210242e-10,4.8579073170278724e-08
9.288978720164516e-10,4.5864051412527934e-08
9.50556592010121e-10,4.439960055746542e-08
9.727203192450557e-10,4.264967656181963e-08
9.954008287621539e-10,4.0991108097947536e-08
1.0186101701559773e-09,3.968110505078663e-08
1.0423606739764032e-09,3.879922584897368e-08
1.066664958279541e-09,3.8193015735085504e-08
1.0915359353313933e-09,3.780424083018231e-08
