# I2
# Electronic transition of molecular iodine
# https://arxiv.org/pdf/2111.06883.pdf
# mass [eV] 	d_me
1.832660266545523e-7	2225348477.0580215
2.0072723697248197e-7	2733004083.073422
2.1985416325430186e-7	3323678689.268749
2.4080141602085966e-7	4081889880.2781863
2.6374816481722075e-7	4939787722.110325
2.888748572044416e-7	6126522573.022814
3.1639531286489654e-7	7598358664.230835
3.4653273872343236e-7	9563586516.463001
3.795372928909519e-7	12155848878.13181
4.002371532263775e-7	13470451351.745573
4.002371532263775e-7	1e30
