# BabyIAXO projection
# unpolarised DP
# mass [eV]  kinetic mixing
1.050467339874547904e-06 1.969027982173858611e-16
1.050474760517963682e-06 1.968953490164107808e-16
1.050482181241133966e-06 1.968879005869087555e-16
1.050489602044060236e-06 1.968804529286311954e-16
1.050497022926743764e-06 1.968730060415002499e-16
1.050504443889186243e-06 1.968655599253802594e-16
1.050511864931388945e-06 1.968581145801371177e-16
1.050519286053353352e-06 1.968506700056354611e-16
1.050526707255080733e-06 1.968432262016842867e-16
1.050534128536572783e-06 1.968357831682616789e-16
1.050541549897830774e-06 1.968283409051199602e-16
1.050548971338856397e-06 1.968208994121805401e-16
1.050556392859650926e-06 1.968134586893655680e-16
1.050563814460215840e-06 1.968060187364272676e-16
1.050571236140552412e-06 1.967985795532312861e-16
1.050578657900662335e-06 1.967911411397556092e-16
1.050586079740546880e-06 1.967837034958096039e-16
1.050593501660207529e-06 1.967762666212020453e-16
1.050600923659645765e-06 1.967688305158549348e-16
1.050608345738863069e-06 1.967613951796335743e-16
1.050615767897860924e-06 1.967539606124039069e-16
1.050623190136640600e-06 1.967465268140313825e-16
1.050630612455203581e-06 1.967390937843817714e-16
1.050638034853551559e-06 1.967316615232641200e-16
1.050645457331685806e-06 1.967242300306570797e-16
1.050652879889607592e-06 1.967167993063133427e-16
1.050660302527318611e-06 1.967093693501555019e-16
1.050667725244820133e-06 1.967019401620494018e-16
1.050675148042113854e-06 1.966945117418037928e-16
1.050682570919201042e-06 1.966870840893978195e-16
1.050689993876083181e-06 1.966796572045846423e-16
1.050697416912761541e-06 1.966722310872866817e-16
1.050704840029237817e-06 1.966648057373697081e-16
1.050712263225513278e-06 1.966573811546996644e-16
1.050719686501589618e-06 1.966499573390861639e-16
1.050727109857468110e-06 1.966425342905085239e-16
1.050734533293150233e-06 1.966351120087193376e-16
1.050741956808637260e-06 1.966276904936418638e-16
1.050749380403930885e-06 1.966202697451418236e-16
1.050756804079032377e-06 1.966128497630289288e-16
1.050764227833943219e-06 1.966054305472827678e-16
1.050771651668664893e-06 1.965980120976563285e-16
1.050779075583198883e-06 1.965905944140724503e-16
1.050786499577546669e-06 1.965831774963975446e-16
1.050793923651709523e-06 1.965757613444978996e-16
1.050801347805689139e-06 1.965683459581832025e-16
1.050808772039486786e-06 1.965609313373767612e-16
1.050816196353103949e-06 1.965535174819449625e-16
1.050823620746542108e-06 1.965461043917540943e-16
1.050831045219802746e-06 1.965386920666143864e-16
1.050838469772887134e-06 1.965312805065052791e-16
1.050845894405796754e-06 1.965238697111804505e-16
1.050853319118533300e-06 1.965164596805067065e-16
1.050860743911098043e-06 1.965090504144630928e-16
1.050868168783492252e-06 1.965016419128040519e-16
1.050875593735717623e-06 1.964942341754524234e-16
1.050883018767775638e-06 1.964868272022748404e-16
1.050890443879667566e-06 1.964794209931385524e-16
1.050897869071394891e-06 1.964720155478534933e-16
1.050905294342959095e-06 1.964646108663996457e-16
1.050912719694361659e-06 1.964572069484743828e-16
1.050920145125604067e-06 1.964498037941141896e-16
1.050927570636687589e-06 1.964424014031292708e-16
1.050934996227613918e-06 1.964349997753303494e-16
1.050942421898384326e-06 1.964263272831209261e-16
1.050949847657758404e-06 1.964161682332597152e-16
1.050957273515985674e-06 1.964060106864268474e-16
1.050964699473068676e-06 1.963958546423066304e-16
1.050972125529009953e-06 1.963857001004696526e-16
1.050979551683812045e-06 1.963755470605437198e-16
1.050986977937477705e-06 1.963653955221571550e-16
1.050994404290009262e-06 1.963552454849936990e-16
1.051001830741409258e-06 1.963450969486258386e-16
1.051009257291680445e-06 1.963349499126813300e-16
1.051016683940825152e-06 1.963248043767884472e-16
1.051024110688846134e-06 1.963146603406322374e-16
1.051031537535745718e-06 1.963045178037851379e-16
1.051038964481526657e-06 1.962943767658756941e-16
1.051046391526191494e-06 1.962842372265329686e-16
1.051053818669742768e-06 1.962740991853856051e-16
1.051061245912182810e-06 1.962639626421199822e-16
1.051068673253514372e-06 1.962538275963080689e-16
1.051076100693739995e-06 1.962436940475797415e-16
1.051083528232862220e-06 1.962335619955644326e-16
1.051090955870883589e-06 1.962234314398918706e-16
1.051098383607806642e-06 1.962133023802480395e-16
1.051105811443633921e-06 1.962031748162068805e-16
1.051113239378368179e-06 1.961930487473980481e-16
1.051120667412011744e-06 1.961829241734518130e-16
1.051128095544567158e-06 1.961728010939988651e-16
1.051135523776037173e-06 1.961626795086689328e-16
1.051142952106424120e-06 1.961525594171498243e-16
1.051150380535730539e-06 1.961424408190149877e-16
1.051157809063959184e-06 1.961323237138961484e-16
1.051165237691112594e-06 1.961222081014234045e-16
1.051172666417193100e-06 1.961120939812286291e-16
1.051180095242203454e-06 1.961019813529425860e-16
1.051187524166146197e-06 1.960918702162528616e-16
1.051194953189023871e-06 1.960817605706780783e-16
1.051202382310839017e-06 1.960716524159631874e-16
1.051209811531594176e-06 1.960615457516830669e-16
1.051217240851291888e-06 1.960514405774699350e-16
1.051224670269934695e-06 1.960413368929555662e-16
1.051232099787525139e-06 1.960312346977719569e-16
1.051239529404065759e-06 1.960211339915516459e-16
1.051246959119559098e-06 1.960110347739267282e-16
1.051254388934007907e-06 1.960009370445860474e-16
1.051261818847414518e-06 1.959908408030498774e-16
1.051269248859781681e-06 1.959807460490629972e-16
1.051276678971111727e-06 1.959706527822025034e-16
1.051284109181407409e-06 1.959605610020449254e-16
1.051291539490671267e-06 1.959504707083360037e-16
1.051298969898905631e-06 1.959403819006524650e-16
1.051306400406113254e-06 1.959302945786280807e-16
1.051313831012296677e-06 1.959202087418964494e-16
1.051321261717458441e-06 1.959101243900905291e-16
1.051328692521601087e-06 1.959000415228447567e-16
1.051336123424727156e-06 1.958899601398489125e-16
1.051343554426839401e-06 1.958798802406245526e-16
1.051350985527940152e-06 1.958698018248622214e-16
1.051358416728031949e-06 1.958597248921959862e-16
1.051365848027117545e-06 1.958496494423164902e-16
1.051373279425199270e-06 1.958395754747462508e-16
1.051380710922279877e-06 1.958295029892316491e-16
1.051388142518361694e-06 1.958194319852957447e-16
1.051395574213447475e-06 1.958093624626292303e-16
1.051403006007539761e-06 1.957992944209234147e-16
1.051410437900641093e-06 1.957892278597007905e-16
1.051417869892754012e-06 1.957791627787095140e-16
1.051425301983881059e-06 1.957690991774723488e-16
1.051432734174024776e-06 1.957590370557372786e-16
1.051440166463187702e-06 1.957489764130275356e-16
1.051447598851372380e-06 1.957389172490355872e-16
1.051455031338581563e-06 1.957288595634523727e-16
1.051462463924817579e-06 1.957188033558028250e-16
1.051469896610082969e-06 1.957087486257786970e-16
1.051477329394380487e-06 1.956986953730722587e-16
1.051484762277712674e-06 1.956886435972080491e-16
1.051492195260081859e-06 1.956785932978786834e-16
1.051499628341490795e-06 1.956685444747203983e-16
1.051507061521942023e-06 1.956584971273705888e-16
1.051514494801438084e-06 1.956484512554657873e-16
1.051521928179981519e-06 1.956384068586430439e-16
1.051529361657574869e-06 1.956283639365399508e-16
1.051536795234220888e-06 1.956183224887932377e-16
1.051544228909921904e-06 1.956082825150404723e-16
1.051551662684680458e-06 1.955982440149197400e-16
1.051559096558499304e-06 1.955882069880115639e-16
1.051566530531380982e-06 1.955781714340667381e-16
1.051573964603327823e-06 1.955681373526110338e-16
1.051581398774342578e-06 1.955581047433942589e-16
1.051588833044427788e-06 1.955480736059426037e-16
1.051596267413585996e-06 1.955380439399504588e-16
1.051603701881819742e-06 1.955280157450565010e-16
1.051611136449131567e-06 1.955179890208987911e-16
1.051618571115524012e-06 1.955079637671166473e-16
1.051626005880999618e-06 1.954979399833483027e-16
1.051633440745561139e-06 1.954879176691764746e-16
1.051640875709210903e-06 1.954778968243530909e-16
1.051648310771951663e-06 1.954678774484043175e-16
1.051655745933785961e-06 1.954578595410262701e-16
1.051663181194716126e-06 1.954478431018580205e-16
1.051670616554744910e-06 1.954378281305390836e-16
1.051678052013874855e-06 1.954278146267093200e-16
1.051685487572108502e-06 1.954178025900081709e-16
1.051692923229448392e-06 1.954077920200203257e-16
1.051700358985897278e-06 1.953977829164404951e-16
1.051707794841457489e-06 1.953877752789659785e-16
1.051715230796131778e-06 1.953777691071246179e-16
1.051722666849922474e-06 1.953677644005570134e-16
1.051730103002832331e-06 1.953577611590157336e-16
1.051737539254863677e-06 1.953477593820291631e-16
1.051744975606019265e-06 1.953377590693503391e-16
1.051752412056301637e-06 1.953277602205084102e-16
1.051759848605713334e-06 1.953177628351996403e-16
1.051767285254256896e-06 1.953077669130099514e-16
1.051774722001935077e-06 1.952977724536921097e-16
1.051782158848750206e-06 1.952877794567759292e-16
1.051789595794704824e-06 1.952777879219588080e-16
1.051797032839801683e-06 1.952677978488819375e-16
1.051804469984043326e-06 1.952578092371877665e-16
1.051811907227432081e-06 1.952528230902268900e-16
1.051819344562831484e-06 1.952534412426151666e-16
1.051826781982243426e-06 1.952540594112419230e-16
1.051834219485669601e-06 1.952546775960520622e-16
1.051841657073111493e-06 1.952552957971582189e-16
1.051849094744571006e-06 1.952559140144490403e-16
1.051856532500049623e-06 1.952565322479812998e-16
1.051863970339549037e-06 1.952571504977557863e-16
1.051871408263070944e-06 1.952577687637728449e-16
1.051878846270617037e-06 1.952583870460336588e-16
1.051886284362189010e-06 1.952590053444825395e-16
1.051893722537788557e-06 1.952596236591763341e-16
1.051901160797417160e-06 1.952602419901718161e-16
1.051908599141076515e-06 1.952608603373015251e-16
1.051916037568768313e-06 1.952614787007340554e-16
1.051923476080494251e-06 1.952620970804145073e-16
1.051930914676256021e-06 1.952627154762871921e-16
1.051938353356055106e-06 1.952633338884090310e-16
1.051945792119893413e-06 1.952639523167805417e-16
1.051953230967772422e-06 1.952645707613465533e-16
1.051960669899693829e-06 1.952651892222198236e-16
1.051968108915659327e-06 1.952658076992889013e-16
1.051975548015670398e-06 1.952664261926105105e-16
1.051982987199728949e-06 1.952670447021852920e-16
1.051990426467836462e-06 1.952676632280141088e-16
1.051997865819994843e-06 1.952682817700416419e-16
1.052005305256205573e-06 1.952689003283243196e-16
1.052012744776470348e-06 1.952695189028631526e-16
1.052020184380790648e-06 1.952701374936587078e-16
1.052027624069168381e-06 1.952707561006556171e-16
1.052035063841605028e-06 1.952713747239107032e-16
1.052042503698102496e-06 1.952719933634246809e-16
1.052049943638662266e-06 1.952726120191981173e-16
1.052057383663286032e-06 1.952732306912318011e-16
1.052064823771975489e-06 1.952738493794704382e-16
1.052072263964732119e-06 1.952744680839705555e-16
1.052079704241557829e-06 1.952750868046770558e-16
1.052087144602454099e-06 1.952757055417024751e-16
1.052094585047422624e-06 1.952763242949357320e-16
1.052102025576465098e-06 1.952769430644333779e-16
1.052109466189583216e-06 1.952775618501960538e-16
1.052116906886778672e-06 1.952781806521684900e-16
1.052124347668052947e-06 1.952787994704074847e-16
1.052131788533407947e-06 1.952794183049136294e-16
1.052139229482845155e-06 1.952800371556876883e-16
1.052146670516366265e-06 1.952806560226742193e-16
1.052154111633972971e-06 1.952812749059300944e-16
1.052161552835666968e-06 1.952818938054559792e-16
1.052168994121449948e-06 1.952825127211965547e-16
1.052176435491323394e-06 1.952831316532084217e-16
1.052183876945289001e-06 1.952837506014924185e-16
1.052191318483348463e-06 1.952843695660491860e-16
1.052198760105503473e-06 1.952849885468233559e-16
1.052206201811755726e-06 1.952856075438715291e-16
1.052213643602106915e-06 1.952862265571948888e-16
1.052221085476558736e-06 1.952868455867376725e-16
1.052228527435112669e-06 1.952874646325567028e-16
1.052235969477770409e-06 1.952880836946526699e-16
1.052243411604533651e-06 1.952887027729701810e-16
1.052250853815404088e-06 1.952893218676221912e-16
1.052258296110383415e-06 1.952899409784411907e-16
1.052265738489473324e-06 1.952905601055958971e-16
1.052273180952675300e-06 1.952911792489750812e-16
1.052280623499991035e-06 1.952917984086353189e-16
1.052288066131422436e-06 1.952924175845215134e-16
1.052295508846970985e-06 1.952930367766901667e-16
1.052302951646638164e-06 1.952936559851419938e-16
1.052310394530425879e-06 1.952942752098777589e-16
1.052317837498335825e-06 1.952948944508422663e-16
1.052325280550369482e-06 1.952955137080919689e-16
1.052332723686528547e-06 1.952961329815717205e-16
1.052340166906814923e-06 1.952967522713382450e-16
1.052347610211230094e-06 1.952973715773921341e-16
1.052355053599775542e-06 1.952979908996781183e-16
1.052362497072453173e-06 1.952986102382528721e-16
1.052369940629264681e-06 1.952992295931172832e-16
1.052377384270211548e-06 1.952998489642157862e-16
1.052384827995295468e-06 1.953004683516052036e-16
1.052392271804518135e-06 1.953010877552862010e-16
1.052399715697881244e-06 1.953017071752035583e-16
1.052407159675386488e-06 1.953023266114138514e-16
1.052414603737035561e-06 1.953029460638619096e-16
1.052422047882829947e-06 1.953035655326043088e-16
1.052429492112771549e-06 1.953041850176418133e-16
1.052436936426861852e-06 1.953048045189191536e-16
1.052444380825102549e-06 1.953054240364929303e-16
1.052451825307495334e-06 1.953060435703638584e-16
1.052459269874041901e-06 1.953066631204767177e-16
1.052466714524743732e-06 1.953072826868322476e-16
1.052474159259602733e-06 1.953079022695429595e-16
1.052481604078620387e-06 1.953085218684976733e-16
1.052489048981798388e-06 1.953091414836970300e-16
1.052496493969138429e-06 1.953097611151977535e-16
1.052503939040642206e-06 1.953103807630006328e-16
1.052511384196311410e-06 1.953110004270502010e-16
1.052518829436147738e-06 1.953116201074033794e-16
1.052526274760152671e-06 1.953122398040047012e-16
1.052533720168327903e-06 1.953128595169108412e-16
1.052541165660675340e-06 1.953134792461224895e-16
1.052548611237196465e-06 1.953140989915845000e-16
1.052556056897892759e-06 1.953147187533534486e-16
1.052563502642766129e-06 1.953153385313739919e-16
1.052570948471818268e-06 1.953159583257030019e-16
1.052578394385050660e-06 1.953165781362849623e-16
1.052585840382465209e-06 1.953171979631768192e-16
1.052593286464063398e-06 1.953178178063791889e-16
1.052600732629846921e-06 1.953184376658365798e-16
1.052608178879817472e-06 1.953190575416058886e-16
1.052615625213976745e-06 1.953196774336316978e-16
1.052623071632326223e-06 1.953202973419707561e-16
1.052630518134867811e-06 1.953209172665679172e-16
1.052637964721602992e-06 1.953215372074796093e-16
1.052645411392533460e-06 1.953221571646507107e-16
1.052652858147660908e-06 1.953227771381377729e-16
1.052660304986987032e-06 1.953233971278856250e-16
1.052667751910513524e-06 1.953240171339509909e-16
1.052675198918242079e-06 1.953246371563344623e-16
1.052682646010174179e-06 1.953252571949807697e-16
1.052690093186311731e-06 1.953258772498907019e-16
1.052697540446656216e-06 1.953264973211207611e-16
1.052704987791209328e-06 1.953271174086717607e-16
1.052712435219972762e-06 1.953277375124885792e-16
1.052719882732948212e-06 1.953283576325717835e-16
1.052727330330137371e-06 1.953289777689779004e-16
1.052734778011541722e-06 1.953295979217077188e-16
1.052742225777163171e-06 1.953302180907060678e-16
1.052749673627003201e-06 1.953308382760295480e-16
1.052757121561063504e-06 1.953314584776229147e-16
1.052764569579345776e-06 1.953335600889542590e-16
1.052772017682620604e-06 1.953369599826103157e-16
1.052779465871563286e-06 1.953403600912832805e-16
1.052786914146175726e-06 1.953437604149948469e-16
1.052794362506459621e-06 1.953471609537668813e-16
1.052801810952416663e-06 1.953505617076212992e-16
1.052809259484048546e-06 1.953539626765793751e-16
1.052816708101357176e-06 1.953573638607194528e-16
1.052824156804344249e-06 1.953607652599509119e-16
1.052831605593011456e-06 1.953641668743516278e-16
1.052839054467360493e-06 1.953675687039995991e-16
1.052846503427393265e-06 1.953709707488602638e-16
1.052853952473111467e-06 1.953743730088996763e-16
1.052861401604516793e-06 1.953777754842515978e-16
1.052868850821610936e-06 1.953811781748817128e-16
1.052876300124395802e-06 1.953845810808118876e-16
1.052883749512872874e-06 1.953879842020638404e-16
1.052891198987044057e-06 1.953913875386593883e-16
1.052898648546911258e-06 1.953947910906203729e-16
1.052906098192475959e-06 1.953981948579686109e-16
1.052913547923740064e-06 1.954015988407260921e-16
1.052920997740705270e-06 1.954050030389143374e-16
1.052928447643373269e-06 1.954084074525552870e-16
1.052935897631745756e-06 1.954118120816707087e-16
1.052943347705824636e-06 1.954152169263386256e-16
1.052950797865611604e-06 1.954186219864686885e-16
1.052958248111108353e-06 1.954220272621386496e-16
1.052965698442316790e-06 1.954254327534267539e-16
1.052973148859238397e-06 1.954288384602420854e-16
1.052980599361875079e-06 1.954322443827192925e-16
1.052988049950228531e-06 1.954356505207676565e-16
1.052995500624300658e-06 1.954390568744654470e-16
1.053002951384092943e-06 1.954424634438900956e-16
1.053010402229607292e-06 1.954458702289516723e-16
1.053017853160845398e-06 1.954492772297843327e-16
1.053025304177808956e-06 1.954526844462972591e-16
1.053032755280499872e-06 1.954560918786248045e-16
1.053040206468919839e-06 1.954594995266765950e-16
1.053047657743070552e-06 1.954629073905868109e-16
1.053055109102953705e-06 1.954663154702651029e-16
1.053062560548571204e-06 1.954697237658452816e-16
1.053070012079924741e-06 1.954731322772373429e-16
1.053077463697016013e-06 1.954765410045191867e-16
1.053084915399846713e-06 1.954799499477685653e-16
1.053092367188418746e-06 1.954833591068953513e-16
1.053099819062733595e-06 1.954867684819775186e-16
1.053107271022793165e-06 1.954901780730929425e-16
1.053114723068599364e-06 1.954935878801518409e-16
1.053122175200153672e-06 1.954969979032314974e-16
1.053129627417457996e-06 1.955004081423542221e-16
1.053137079720514029e-06 1.955038185975978657e-16
1.053144532109323467e-06 1.955072292688721282e-16
1.053151984583888214e-06 1.955106401562552793e-16
1.053159437144209964e-06 1.955140512597689883e-16
1.053166889790290413e-06 1.955174625794352444e-16
1.053174342522131253e-06 1.955208741152759141e-16
1.053181795339734391e-06 1.955242858672570023e-16
1.053189248243101309e-06 1.955276978355122208e-16
1.053196701232233913e-06 1.955311100200076242e-16
1.053204154307134109e-06 1.955345224207653497e-16
1.053211607467803378e-06 1.955379350377511559e-16
1.053219060714243627e-06 1.955413478710989025e-16
1.053226514046456550e-06 1.955447609207187335e-16
1.053233967464443841e-06 1.955481741867443608e-16
1.053241420968207406e-06 1.955515876690858295e-16
1.053248874557748938e-06 1.955550013678213108e-16
1.053256328233070132e-06 1.955584152829722273e-16
1.053263781994172682e-06 1.955618294145611354e-16
1.053271235841058494e-06 1.955652437626096794e-16
1.053278689773729050e-06 1.955686583271397504e-16
1.053286143792186255e-06 1.955720731081734611e-16
1.053293597896432017e-06 1.955754881056767177e-16
1.053301052086467816e-06 1.955789033197835036e-16
1.053308506362295560e-06 1.955823187504038145e-16
1.053315960723916941e-06 1.955857343976155505e-16
1.053323415171333654e-06 1.955891502614969813e-16
1.053330869704547605e-06 1.955925663419577825e-16
1.053338324323560487e-06 1.955959826390758539e-16
1.053345779028373996e-06 1.955993991528175212e-16
1.053353233818989824e-06 1.956028158833165948e-16
1.053360688695409879e-06 1.956062328305391784e-16
1.053368143657635853e-06 1.956096499944511783e-16
1.053375598705669441e-06 1.956130673751865285e-16
1.053383053839512337e-06 1.956164849726552001e-16
1.053390509059166447e-06 1.956199027869354382e-16
1.053397964364633465e-06 1.956233208180491831e-16
1.053405419755915085e-06 1.956267390659623412e-16
1.053412875233013001e-06 1.956301575308091175e-16
1.053420330795929119e-06 1.956335762124992119e-16
1.053427786444665132e-06 1.956369951111668296e-16
1.053435242179222736e-06 1.956404142267221142e-16
1.053442697999603623e-06 1.956438335592430152e-16
1.053450153905809701e-06 1.956472531087514233e-16
1.053457609897842662e-06 1.956506728752134916e-16
1.053465065975704202e-06 1.956540928587631292e-16
1.053472522139396225e-06 1.956575130593108250e-16
1.053479978388920214e-06 1.956609334769339120e-16
1.053487434724278075e-06 1.956643541116550454e-16
1.053494891145471714e-06 1.956677749634961407e-16
1.053502347652502614e-06 1.956711960324792120e-16
1.053509804245372679e-06 1.956746173185701657e-16
1.053517260924083604e-06 1.956780388218470252e-16
1.053524717688637083e-06 1.956814605423320757e-16
1.053532174539035022e-06 1.956848824800475779e-16
1.053539631475279115e-06 1.956883046350150529e-16
1.053547088497371055e-06 1.956917270072009989e-16
1.053554545605312538e-06 1.956951495966831924e-16
1.053562002799105469e-06 1.956985724034840915e-16
1.053569460078751542e-06 1.957019954276254391e-16
1.053576917444252451e-06 1.957054186691295945e-16
1.053584374895609890e-06 1.957088421279622175e-16
1.053591832432825764e-06 1.957122658042019725e-16
1.053599290055901769e-06 1.957156896978705284e-16
1.053606747764839598e-06 1.957191138089900719e-16
1.053614205559640945e-06 1.957225381375826419e-16
1.053621663440307715e-06 1.957259626836145638e-16
1.053629121406841604e-06 1.957293874471638116e-16
1.053636579459244305e-06 1.957328124282525474e-16
1.053644037597517724e-06 1.957362376268466775e-16
1.053651495821663555e-06 1.957396630430806782e-16
1.053658954131683491e-06 1.957430886768644221e-16
1.053666412527579228e-06 1.957465145282760803e-16
1.053673871009352671e-06 1.957499405972818797e-16
1.053681329577005302e-06 1.957533668839596218e-16
1.053688788230539027e-06 1.957567933883877736e-16
1.053696246969955752e-06 1.957602201104202478e-16
1.053703705795257170e-06 1.957636470502474558e-16
1.053711164706444765e-06 1.957670742077792702e-16
1.053718623703520654e-06 1.957631901995720641e-16
1.053726082768927961e-06 1.957572535843383730e-16
1.053733541897736955e-06 1.957513174366693937e-16
1.053741001089948483e-06 1.957453817565021899e-16
1.053748460345563179e-06 1.957394465437179393e-16
1.053755919664581892e-06 1.957335117983661430e-16
1.053763379047005255e-06 1.957275775203278310e-16
1.053770838492834118e-06 1.957216437094840823e-16
1.053778298002069113e-06 1.957157103658845214e-16
1.053785757574710878e-06 1.957097774894101288e-16
1.053793217210760258e-06 1.957038450799423288e-16
1.053800676910217890e-06 1.956979131375306472e-16
1.053808136673084408e-06 1.956919816619999814e-16
1.053815596499360659e-06 1.956860506533440699e-16
1.053823056389047279e-06 1.956801201115561335e-16
1.053830516342145115e-06 1.956741900364611435e-16
1.053837976358654802e-06 1.956682604280528878e-16
1.053845436438577187e-06 1.956623312863246116e-16
1.053852896581912694e-06 1.956564026111018289e-16
1.053860356788662381e-06 1.956504744023775385e-16
1.053867817058826672e-06 1.956445466600896915e-16
1.053875277392406414e-06 1.956386193841755735e-16
1.053882737789402454e-06 1.956326925745721003e-16
1.053890198249815427e-06 1.956267662312171491e-16
1.053897658773645968e-06 1.956208403540483505e-16
1.053905119360894925e-06 1.956149149430026697e-16
1.053912580011562933e-06 1.956089899979620733e-16
1.053920040725650628e-06 1.956030655189757913e-16
1.053927501503158855e-06 1.955971415059253711e-16
1.053934962344088250e-06 1.955912179586924837e-16
1.053942423248439661e-06 1.955852948773264082e-16
1.053949884216213723e-06 1.955793722616528063e-16
1.053957345247411071e-06 1.955734501117212285e-16
1.053964806342032552e-06 1.955675284273572870e-16
1.053972267500078801e-06 1.955616072085544985e-16
1.053979728721550665e-06 1.955556864552505676e-16
1.053987190006448781e-06 1.955497661673826813e-16
1.053994651354773781e-06 1.955438463449448984e-16
1.054002112766526515e-06 1.955379269877628808e-16
1.054009574241707617e-06 1.955320080957739385e-16
1.054017035780317935e-06 1.955260896690276712e-16
1.054024497382358102e-06 1.955201717074061936e-16
1.054031959047828968e-06 1.955142542108466925e-16
1.054039420776730954e-06 1.955083371792311840e-16
1.054046882569065120e-06 1.955024206126090952e-16
1.054054344424831890e-06 1.954965045108064821e-16
1.054061806344032110e-06 1.954905888738727226e-16
1.054069268326666627e-06 1.954846737016337003e-16
1.054076730372735865e-06 1.954787589940829071e-16
1.054084192482240883e-06 1.954728447511586145e-16
1.054091654655182104e-06 1.954669309727982315e-16
1.054099116891560376e-06 1.954610176589394133e-16
1.054106579191376545e-06 1.954551048095203577e-16
1.054114041554631034e-06 1.954491924244785967e-16
1.054121503981324904e-06 1.954432805036959737e-16
1.054128966471458576e-06 1.954373690472221870e-16
1.054136429025032899e-06 1.954314580548832928e-16
1.054143891642048719e-06 1.954255475267290879e-16
1.054151354322506459e-06 1.954196374625852832e-16
1.054158817066406967e-06 1.954137278624460858e-16
1.054166279873751090e-06 1.954078187262490522e-16
1.054173742744539463e-06 1.954019100539321336e-16
1.054181205678772722e-06 1.953960018454332566e-16
1.054188668676451713e-06 1.953900941006902490e-16
1.054196131737577071e-06 1.953841868195853733e-16
1.054203594862149644e-06 1.953782800021681060e-16
1.054211058050170067e-06 1.953723736483206848e-16
1.054218521301638975e-06 1.953664677579252244e-16
1.054225984616557216e-06 1.953605623309754386e-16
1.054233447994925424e-06 1.953546573674092538e-16
1.054240911436744446e-06 1.953487528671647444e-16
1.054248374942014919e-06 1.953428488301800589e-16
1.054255838510737476e-06 1.953369452563930005e-16
1.054263302142912966e-06 1.953310421457417915e-16
1.054270765838542023e-06 1.953251394981085711e-16
1.054278229597625495e-06 1.953192373135429144e-16
1.054285693420164016e-06 1.953133355918714692e-16
1.054293157306158222e-06 1.953074343330879739e-16
1.054300621255608961e-06 1.953015335371306014e-16
1.054308085268516866e-06 1.952956332039374756e-16
