# PTB Bounds from the comparison of an Yb+ electric-octupole (E3) transition to Yb+ electric-quadrupole (E2) transition, and to that of the 1S0 ↔ 3P0 transition of 87Sr
# https://arxiv.org/pdf/2301.03433.pdf
# mass [eV] 	d_e
3.318411444933196e-19	 8.133105582266936e-7
3.595952558899988e-19	 8.133105582266936e-7
3.834607613682373e-19	 9.152473108773893e-7
4.155321692206886e-19	 9.152473108773893e-7
4.431100782683902e-19	 0.0000010608183551394505
4.725182693586861e-19	 0.000001092600861117378
5.120381568180034e-19	 0.0000011590510483144817
5.373194457999895e-19	 0.0000012663801734674021
5.638489690474893e-19	 0.0000013043213867190067
5.916883566768593e-19	 0.000001383648068032458
6.309573444801943e-19	 0.0000014677992676220705
6.621101301636645e-19	 0.0000016037187437513308
7.174868627189068e-19	 0.0000016037187437513308
7.90086095073899e-19	 0.0000017012542798525926
8.561663200837598e-19	 0.0000018587918911465674
9.129880986460722e-19	 0.000002030917620904735
9.580658250843255e-19	 0.0000021544346900318822
1.0216504381250894e-18	 0.0000024244620170823257
1.0720932413046843e-18	 0.0000024244620170823257
1.1250265992745114e-18	 0.0000024970997860065434
1.1805734802832043e-18	 0.0000027283333764867692
1.2793127970541083e-18	 0.0000027283333764867692
1.2793127970541083e-18	 0.000002810075242497918
1.3642178286594616e-18	 0.00000307029062975785
1.4547578108480427e-18	 0.000003257020655659783
1.5513067222578198e-18	 0.000003455107294592218
1.6279006889825385e-18	 0.0000035586235730509655
1.764052995031681e-18	 0.000003888155180308085
1.8811291124922088e-18	 0.000004248201698162608
2.0384606182624393e-18	 0.000004641588833612782
2.2089508182145375e-18	 0.0000047806525330073754
2.3180151979656852e-18	 0.000005071403956558131
2.4324645047294302e-18	 0.000005541020330009492
2.6359079051426292e-18	 0.000005707031326057167
2.8108470166017556e-18	 0.000006054123584037269
2.9973964322973603e-18	 0.000006812920690579622
3.2480888972387126e-18	 0.000007017038286703837
3.408459512117438e-18	 0.000007666822074546222
3.634671087010062e-18	 0.000007896522868499733
3.814128748283207e-18	 0.000008133105582266935
4.002446923044004e-18	 0.000008886238162743407
4.2000630888495964e-18	 0.000009152473108773893
4.478811562345967e-18	 0.000009709111468707553
4.699947678660391e-18	 0.000010608183551394482
4.932002133747927e-18	 0.000010926008611173779
5.34449871200593e-18	 0.000011590510483144816
5.699200731013702e-18	 0.000012295426265956215
5.980592144385102e-18	 0.00001383648068032458
6.2758769318024905e-18	 0.00001383648068032458
6.692392369209931e-18	 0.000014677992676220705
7.022821465584816e-18	 0.000015570684047537318
7.488909884200872e-18	 0.000016517667439704584
8.24667861422109e-18	 0.000017012542798525893
8.65384878779429e-18	 0.000018587918911465674
9.081122515537983e-18	 0.00001971840556512646
9.683815614496428e-18	 0.000020917646557569992
1.0493738379559232e-17	 0.00002218982341458974
1.1011854517863622e-17	 0.000023539371975499904
1.1742685834509238e-17	 0.000024970997860065434
1.2522020735407944e-17	 0.00002571913809059347
1.3140280958078902e-17	 0.00002810075242497918
1.4239291215083142e-17	 0.0000307029062975785
1.543021910679046e-17	 0.00003257020655659783
1.6454287062615017e-17	 0.000034551072945922186
1.7830469985278475e-17	 0.00003775053205324391
1.9321752360711955e-17	 0.00004248201698162608
2.093776073187717e-17	 0.00004641588833612772
2.093776073187717e-17	 1e0
